iter	Logloss
887	0.4107703039
888	0.41046646
889	0.4103186786
890	0.4100807894
891	0.4096832261
892	0.4092843007
893	0.4091326157
894	0.4090644238
895	0.40890747
896	0.4086375289
897	0.4085937293
898	0.4084201093
899	0.4082303868
900	0.4078724368
901	0.4076481004
902	0.4074559984
903	0.4073791736
904	0.4071855643
905	0.4071186546
906	0.4068818836
907	0.4067762393
908	0.4067236648
909	0.4066519049
910	0.4063856727
911	0.4062135576
912	0.4059642618
913	0.4058263023
914	0.4057451163
915	0.4056612158
916	0.4055106763
917	0.4053681228
918	0.4051361299
919	0.4048805132
920	0.404595509
921	0.4044219891
922	0.4043144482
923	0.4041416919
924	0.4040224444
925	0.4038321721
926	0.4037128425
927	0.4035902205
928	0.4034890383
929	0.4032677669
930	0.4031442044
931	0.402948328
932	0.4025801045
933	0.402208138
934	0.4018840694
935	0.4017389677
936	0.4012974618
937	0.4009663454
938	0.4008302779
939	0.4007241122
940	0.4005507209
941	0.4004361664
942	0.4002585496
943	0.4000959738
944	0.3999739567
945	0.399831666
946	0.3996994232
947	0.3995871625
948	0.3994643397
949	0.3992886622
950	0.3989738954
951	0.3989244684
952	0.3988161341
953	0.3985949525
954	0.3984828484
955	0.3983298238
956	0.3980029494
957	0.3979419112
958	0.3978437703
959	0.3975337013
960	0.3974345208
961	0.397197736
962	0.397038817
963	0.3968255588
964	0.3966860381
965	0.3965211317
966	0.3963273514
967	0.3959662708
968	0.3956897541
969	0.3955146055
970	0.3952358526
971	0.3950906079
972	0.394962916
973	0.3949064098
974	0.3943121918
975	0.3941780977
976	0.3940580525
977	0.3937682645
978	0.3935659184
979	0.3935109903
980	0.3931382964
981	0.3928562735
982	0.3925069018
983	0.392414805
984	0.3923811982
985	0.3922967238
986	0.3921685875
987	0.3919649884
988	0.3916438145
989	0.3915146907
990	0.391299124
991	0.3911919132
992	0.3909949487
993	0.3908168268
994	0.3906711464
995	0.3904771044
996	0.3903414961
997	0.3901972898
998	0.38965008
999	0.3895723225
